"Start,Stop","318,1673","56,196"
,"1867,3012","145,252"
"3121,4464","3121,4464","494,586"
,"4644,4865","494,625"
"5238,5981","4869,5981","656,76"
,"6030,797","613,723"
"6030,797","8065,10593","619,723"
,"10728,12242","625,723"
"8065,10593","12258,12776","631,723"
,"12918,13886","818,922"
"11166,12242","13843,14814","874,972"
,"14795,15874","1022,1165"
"12990,13886","16219,17325","1391,1486"
,"17344,19323","1564,1659"
"14083,14814","19311,19922","1564,1716"
,"19924,20256","1510,1599"
"14943,15065","20308,21426","318,1673"
,"21652,23085","372,1673"
"15609,15668","23132,23953","399,1673"
,"24194,24934","513,1673"
"16219,17325","24950,25351","588,1673"
,"25351,25839","642,1673"
"17828,17899","25862,26665","795,1673"
,"26640,27467","846,1673"
"18142,19323","27495,28199","1215,1673"
,"28254,28895","1485,1673"
"21652,23085","29100,31004","1815,191"
,"31088,31963","1815,1928"
"24194,24934","32197,32535","1815,2024"
,"32571,3338","1916,2032"
"25158,2522","33397,34452","2193,2375"
,"34654,35619","2409,2549"
"25286,25351","35616,38018","2409,2552"
,"38031,39383","2610,278"
"26076,26177","39385,4047","2610,2846"
,"40705,4173","2610,287"
"26646,27467","41803,43188","2986,3102"
,"43175,44266","1867,3012"
"27597,28199","44282,45223","2227,3012"
,"45325,46434","2536,3012"
"28254,28895","46451,4723","2743,3012"
,"47335,47994","2869,3012"
"29350,29415","48074,49306","2872,3012"
,"49585,49878","3408,353"
"29967,31004","49934,5047","3665,3784"
,"50514,50753","3668,3784"
"31575,31631","50907,51518","3872,3961"
,"51775,52389","3788,3901"
"31812,31886","52373,52534","4014,4103"
,"52630,53925","3905,4111"
"32197,32535","53944,54672","3926,4111"
,"54839,56812","3953,4111"
"33197,33322","56815,57261","3980,4111"
,"57286,58638","3986,4111"
"34654,35619","58897,60189","4007,4111"
,"60506,60799","3097,4464"
"35802,38018","60948,64154","3121,4464"
,"64144,64659","3124,4464"
"39385,4047","64677,64928","3133,4464"
,"64950,66146","3175,4464"
"40705,4173","66160,70656","3181,4464"
,"70676,71071","3184,4464"
"41803,43188","71064,71363","3217,4464"
,"71360,72061","3301,4464"
"43539,43598","72062,72394","3310,4464"
,"72408,74222","3325,4464"
"44239,44334","74239,75228","3382,4464"
,"75342,75665","3415,4464"
"44708,45223","75832,76125","3436,4464"
,"76262,76984","3478,4464"
"45325,46434","77149,77406","3502,4464"
,"77863,78066","3547,4464"
"47499,47591","78090,78374","3553,4464"
,"78362,78811","3571,4464"
"47788,47994","79047,7982","3622,4464"
,"79817,80869","3640,4464"
"48080,49306","80892,8153","3676,4464"
,"81661,82617","3682,4464"
"49585,49878","82959,84437","3775,4464"
,"84451,84849","3826,4464"
"49934,5047","85025,85627","3829,4464"
,"85902,86228","3883,4464"
"50514,50753","86323,86691","4003,4464"
,"86747,8773","4183,4464"
"50907,51518","88121,8881","4252,4464"
,"88888,94767","4273,4464"
"51775,52389","94764,9707","4288,4464"
,"97127,97369","4303,4464"
"54235,54672","97381,98412","4333,4464"
,"98409,99905","4494,4592"
"54839,56812","99902,100771","4494,4691"
,"100772,102142","4431,452"
"57083,57145","102155,102478","4597,4719"
,"102468,103028","4816,4938"
"57286,58638","103204,103836","4816,4968"
,"104134,105099","4816,5016"
"60506,60799","105123,105929","4816,5022"
,"105951,106862","4816,5031"
"60948,64154","106988,107377","4723,4824"
,"107499,107849","4578,4865"
"64950,66146","107915,108208","4629,4865"
,"108320,10861","4635,4865"
"67495,70656","108624,109256","4644,4865"
,"109349,10972","4701,4865"
"71064,71363","110013,112283","4728,4865"
,"112386,113288","4907,5074"
"71567,72061","113313,115094","4907,5131"
,"115087,116829","4907,5143"
"72408,74222","116972,117805","5054,5152"
,"117841,118956","5209,5394"
"74572,75228","119063,11977","5303,5407"
,"119740,120435","5303,5437"
"75522,75665","120654,121106","5303,5467"
,"121112,121447","5501,562"
"76018,76125","121664,122092","5501,5647"
,"122104,12252","5613,5705"
"76262,76984","122798,123187","5613,572"
,"123200,123712","5613,5729"
"77421,77498","123760,124062","5582,5671"
,"124104,124508","5563,5751"
"77675,77737","124495,126363","5638,5751"
,"126360,127178","5641,5751"
"78066,78374","127188,128324","5653,5751"
,"128314,128613","5769,5882"
"78686,78811","128628,129203","5769,5921"
,"129218,129697","5769,5936"
"79047,7982","129694,13023","5843,5932"
,"130249,130671","5776,5892"
"80261,80869","130652,13138","5788,5892"
,"131419,133773","4869,5981"
"81661,82617","133961,13471","4986,5981"
,"134782,13629","4998,5981"
"82959,84437","136469,136702","5001,5981"
,"136714,136992","5052,5981"
"85025,85627","137323,138897","5076,5981"
,"138999,139949","5109,5981"
"88888,94767","139960,140853","5163,5981"
,"141052,141336","5199,5981"
"95826,9707","141337,141705","5205,5981"
,"141618,143006","5238,5981"
"97286,97369","143016,143258","5271,5981"
,"143366,143722","5277,5981"
"98182,98412","143986,144273","5292,5981"
,"144097,144273","5307,5981"
"98888,98947","144397,14484","5337,5981"
,"145354,14556","5358,5981"
"99052,99105","145869,146306","5364,5981"
,"146306,146656","5367,5981"
"99270,99905","146764,147381","5373,5981"
,"147399,147764","5409,5981"
"100964,102142","147884,148291","5442,5981"
,"148354,150009","5580,5981"
"103318,103836","150232,151173","5607,5981"
,"151186,15189","5700,5981"
"104134,105099","151839,152645","5817,5981"
,"152648,153328","5853,5981"
"105288,105929","153608,155947","6046,615"
,"155993,156805","6147,6356"
"106988,107377","157089,15947","6147,6407"
,"159663,161378","6147,6464"
"107499,107849","161420,16225","6147,6476"
,"162467,163459","6147,6488"
"108082,108285","163465,164298","6147,653"
,"164309,164698","6147,6563"
"108395,10861","164756,165508","6147,6581"
,"165492,165764","6170,6265"
"108726,109256","165761,166642","6142,6333"
,"166687,166971","6175,6333"
"109349,10972","167086,167943","6187,6333"
,"168005,16927","6190,6333"
"111835,1119","169510,172008","6196,6333"
,"172903,173208","6202,6333"
"111966,112283","173309,174556","6205,6333"
,"174834,175694","6214,6333"
"112386,113288","175766,17776","6235,6333"
,"177924,179138","6427,6555"
"113815,113895","179174,180052","6560,6697"
,"180052,1809","6586,6762"
"116972,117805","180928,182184","6547,6651"
,"182267,185569","6556,6651"
"118148,118267","185572,187863","6788,6883"
,"187867,189528","6775,6933"
"118489,118956","189625,190398","6799,6933"
,"190690,191916","6808,6933"
"119060,11977","192018,192593","6820,6933"
,"192586,193473","6950,7042"
"121820,122092","193593,19385","6950,7075"
,"193989,19487","6950,7111"
"122798,123187","194892,195629","7162,726"
,"195793,196611","7165,726"
"123760,124062","196786,197463","7599,7688"
,"197512,198204","7555,7692"
"124104,124508","198201,199409","7561,7692"
,"200094,200402","7564,7692"
"124679,124801","200522,20083","7567,7692"
,"201217,20259","7570,7692"
"124867,126363","202641,203597","7716,7832"
,"203640,204353","7750,7839"
"127866,128324","204624,205577","7839,7946"
,"205819,207408","7844,7939"
"128634,129203","207739,209271","6030,797"
,"209470,211389","6135,797"
"129694,13023","211425,212294","6513,797"
,"212366,212689","6519,797"
"130652,13138","212824,213285","6648,797"
,"213336,213668","6741,797"
"133422,133493","213735,214409","6792,797"
,"214486,215427","6816,797"
"134219,13471","215721,216344","6831,797"
,"216434,217018","6969,797"
"135798,135893","217125,217685","7146,797"
,"217800,221339","7149,797"
"136469,136702","221370,222959","7194,797"
,"222983,223261","7272,797"
"136780,136992","223490,223876","7395,797"
,"224027,224455","7416,797"
"137323,138897","224562,226508","7422,797"
,"226854,228929","7485,797"
"139545,139949","229045,229824","7548,797"
,"229840,230724","7614,797"
"140120,140173","230840,231766","7788,797"
,"232662,233477","7818,797"
"141337,141705","233491,233865","7900,8013"
,"233858,234337","8036,8125"
"142480,142539","234414,235409","8036,8128"
,"235524,23702","8230,8349"
"144097,144273","248555,249013","8354,8452"
,"249026,249544","8375,8569"
"144397,14484","249541,250563","8378,8569"
,"250592,253054","8384,8569"
"146046,146306","253200,254573","8393,8569"
,"254707,25578","8402,8569"
"146849,146908","255800,256498","8405,8569"
,"256491,256964","8689,8865"
"147399,147764","256983,258458","8859,9029"
,"258856,25947","8771,8869"
"147884,148291","259477,260892","8777,8869"
,"260896,261306","9103,9198"
"150240,150302","261306,262061","9135,9233"
,"262064,262576","9135,9308"
"150403,151173","262657,263262","9135,932"
,"263366,263515","9135,9335"
"151839,152645","263535,263714","9135,9344"
,"263844,264377","9135,9491"
"152833,152892","264432,264902","9262,9354"
,"265029,265454","9305,9412"
"153608,155947","265494,266183","9494,9586"
,"266431,266931","9611,9715"
"156705,156842","267010,267372","9602,97"
,"267530,267916","9777,9887"
"160740,161378","267909,268949","9710,9823"
,"269067,269729","9725,9823"
"162898,162984","269754,270257","9901,10023"
,"270372,270977","9901,10065"
"163465,164298","271324,272502","9901,10071"
,"273003,276557","9901,1023"
"164365,164424","276728,280333","9901,10245"
,"280410,280955","10077,10169"
"164525,164698","281021,282481","10218,10469"
,"282755,284227","10218,10538"
"165008,165508","284365,286011","10218,10583"
,"286219,287718","10220,10315"
"165565,165639","287853,288992","10331,10423"
,"289139,289555","10430,10531"
"165761,166642","289562,290521","8065,10593"
,"290593,291228","8116,10593"
"167086,167943","291312,293198","8143,10593"
,"293212,293841","8221,10593"
"168011,16927","293845,295281","8236,10593"
,"295401,296213","8332,10593"
"169510,172008","296349,296852","8341,10593"
,"296889,297551","8368,10593"
"172245,172298","297810,298652","8413,10593"
,"298669,29949","8425,10593"
"172450,172509","299607,300578","8446,10593"
,"300617,301717","8461,10593"
"172608,172703","302008,30414","8599,10593"
,"304133,304684","8692,10593"
"174834,175694","304942,305613","8731,10593"
,"305775,306554","8737,10593"
"175766,17776","306644,307306","8866,10593"
,"307303,308319","8965,10593"
"178371,179138","308334,309155","9013,10593"
,"309538,310719","9031,10593"
"179720,180052","310932,311645","9064,10593"
,"311830,313662","9094,10593"
"180814,1809","313659,314981","9127,10593"
,"314984,315823","9292,10593"
"181007,181081","315945,316775","9295,10593"
,"316873,318375","9343,10593"
"181187,181255","319049,319528","9349,10593"
,"319560,320423","9526,10593"
"182603,185569","320542,321279","9673,10593"
,"321490,322128","9856,10593"
"186044,186133","322134,324005","9865,10593"
,"324104,325417","9928,10593"
"187039,187863","325422,325712","10024,10593"
,"325729,32712","10045,10593"
"187957,189528","327113,327454","10105,10593"
,"327621,327905","10168,10593"
"189625,190398","327941,328495","10270,10593"
,"328701,329966","10321,10593"
"190696,191916","329923,330999","10351,10593"
,"331063,331446","10357,10593"
"193417,193473","331543,332688","10423,10593"
,"333534,335195","10896,11003"
"193593,19385","335350,336426","10825,11007"
,"336541,337161","10876,11007"
"193989,19487","337161,338363","10912,11007"
,"338341,339087","11036,11203"
"194949,195629","339270,340055","11216,11326"
,"340278,340952","11233,11346"
"196006,196611","340945,341754","11254,11346"
,"341751,342554","11424,11543"
"197512,198204","342551,343195","11424,11561"
,"343221,344636","11424,11579"
"199086,199409","344850,346049","11432,11545"
,"346377,347036","11432,11608"
"200094,200402","347219,347611","11452,11547"
,"347658,348428","11455,11547"
"200522,20083","348586,349065","11528,11632"
,"349326,350228","11764,11853"
"200971,201096","350392,351264","11875,12"
,"351459,355505","11875,12018"
"201217,20259","355643,356323","11904,12071"
,"356567,356872","11941,12066"
"202782,203597","356890,357705","11962,12066"
,"357775,359676","11968,12066"
"205819,207408","360172,360507","11974,12066"
,"360936,366272","10728,12242"
"208349,208423","366508,367032","10776,12242"
,"367248,367532","10929,12242"
"208924,209271","367533,367901","10959,12242"
,"367898,369373","11067,12242"
"209470,211389","369377,369757","11166,12242"
,"370032,370403","11262,12242"
"211452,212294","370416,370634","11265,12242"
,"370732,371064","11301,12242"
"212366,212689","371130,373127","11352,12242"
,"373129,373785","11445,12242"
"212824,213285","373832,374596","11448,12242"
,"374621,375067","11607,12242"
"215721,216344","375074,375838","11682,12242"
,"375842,376492","11751,12242"
"216434,217018","376514,377509","11760,12242"
,"377531,377872","11850,12242"
